id,timestamp,mac,rssi,mac_pai
10508,2025-10-14 04:39:07,40:4c:ca:5e:09:2c,-56,null
10509,2025-10-14 04:39:20,40:4c:ca:5e:00:a0,-74,40:4c:ca:5e:09:2d
10510,2025-10-14 04:44:07,40:4c:ca:5e:09:2c,-55,null
10511,2025-10-14 04:44:20,40:4c:ca:5e:00:a0,-73,40:4c:ca:5e:09:2d
10512,2025-10-14 04:49:07,40:4c:ca:5e:09:2c,-57,null
10513,2025-10-14 04:49:20,40:4c:ca:5e:00:a0,-73,40:4c:ca:5e:09:2d
10514,2025-10-14 04:54:07,40:4c:ca:5e:09:2c,-55,null
10515,2025-10-14 04:54:20,40:4c:ca:5e:00:a0,-73,40:4c:ca:5e:09:2d
10516,2025-10-14 04:59:07,40:4c:ca:5e:09:2c,-57,null
10517,2025-10-14 04:59:20,40:4c:ca:5e:00:a0,-73,40:4c:ca:5e:09:2d
10518,2025-10-14 05:04:07,40:4c:ca:5e:09:2c,-56,null
10519,2025-10-14 05:04:20,40:4c:ca:5e:00:a0,-73,40:4c:ca:5e:09:2d
10520,2025-10-14 05:09:07,40:4c:ca:5e:09:2c,-57,null
10521,2025-10-14 05:09:21,40:4c:ca:5e:00:a0,-73,40:4c:ca:5e:09:2d
10522,2025-10-14 05:12:11,null,,null
10523,2025-10-14 05:14:07,40:4c:ca:5e:09:2c,-56,null
10524,2025-10-14 05:14:21,40:4c:ca:5e:00:a0,-73,40:4c:ca:5e:09:2d
10525,2025-10-14 05:19:07,40:4c:ca:5e:09:2c,-57,null
10526,2025-10-14 05:19:21,40:4c:ca:5e:00:a0,-73,40:4c:ca:5e:09:2d
10527,2025-10-14 05:24:08,40:4c:ca:5e:09:2c,-60,null
10528,2025-10-14 05:24:21,40:4c:ca:5e:00:a0,-73,40:4c:ca:5e:09:2d
10529,2025-10-14 05:29:07,40:4c:ca:5e:09:2c,-57,null
10530,2025-10-14 05:29:21,40:4c:ca:5e:00:a0,-73,40:4c:ca:5e:09:2d
10531,2025-10-14 05:34:07,40:4c:ca:5e:09:2c,-58,null
10532,2025-10-14 05:34:21,40:4c:ca:5e:00:a0,-73,40:4c:ca:5e:09:2d
10533,2025-10-14 05:39:07,40:4c:ca:5e:09:2c,-56,null
10534,2025-10-14 05:39:22,40:4c:ca:5e:00:a0,-73,40:4c:ca:5e:09:2d
10535,2025-10-14 05:44:07,40:4c:ca:5e:09:2c,-57,null
10536,2025-10-14 05:44:22,40:4c:ca:5e:00:a0,-73,40:4c:ca:5e:09:2d
10537,2025-10-14 05:49:07,40:4c:ca:5e:09:2c,-56,null
10538,2025-10-14 05:49:22,40:4c:ca:5e:00:a0,-73,40:4c:ca:5e:09:2d
10539,2025-10-14 05:54:07,40:4c:ca:5e:09:2c,-56,null
10540,2025-10-14 05:54:22,40:4c:ca:5e:00:a0,-72,40:4c:ca:5e:09:2d
10541,2025-10-14 05:59:07,40:4c:ca:5e:09:2c,-57,null
10542,2025-10-14 06:04:07,40:4c:ca:5e:09:2c,-55,null
10543,2025-10-14 06:09:08,40:4c:ca:5e:09:2c,-55,null
