id,timestamp,sucesso,perda,layer,nos,rtt,trocas_pai,ult_troca,retransmissoes
2598,2025-10-11 09:49:44,0.0,0.0,1,0,0,1,0,0
2599,2025-10-11 09:54:44,100.0,0.0,1,2,0,1,0,0
2600,2025-10-11 09:59:44,100.0,0.0,2,2,0,1,0,0
2601,2025-10-11 10:04:44,100.0,0.0,2,3,0,1,0,0
2602,2025-10-11 10:13:11,100.0,0.0,2,2,0,1,0,0
2603,2025-10-11 10:18:46,100.0,0.0,2,2,0,1,0,0
2604,2025-10-11 10:23:46,100.0,0.0,2,2,0,1,0,0
2605,2025-10-11 10:28:46,100.0,0.0,2,2,0,1,0,0
2606,2025-10-11 10:33:46,100.0,0.0,2,2,0,1,0,0
2607,2025-10-11 10:38:46,100.0,0.0,2,2,0,1,0,0
2608,2025-10-11 10:43:46,100.0,0.0,2,2,0,1,0,0
2609,2025-10-11 10:48:46,100.0,0.0,2,2,0,1,0,0
2610,2025-10-11 10:53:46,100.0,0.0,2,2,0,1,0,0
2611,2025-10-11 10:58:46,100.0,0.0,2,2,0,1,0,0
2612,2025-10-11 11:03:46,100.0,0.0,2,2,0,1,0,0
2613,2025-10-11 11:08:46,100.0,0.0,2,2,0,1,0,0
2614,2025-10-11 11:13:46,100.0,0.0,2,2,0,1,0,0
2615,2025-10-11 11:18:46,100.0,0.0,2,2,0,1,0,0
2616,2025-10-11 11:23:46,100.0,0.0,2,2,0,1,0,0
2617,2025-10-11 11:28:46,100.0,0.0,2,2,0,1,0,0
2618,2025-10-11 11:33:46,100.0,0.0,2,2,0,1,0,0
2619,2025-10-11 11:38:46,100.0,0.0,2,2,0,1,0,0
2620,2025-10-11 11:43:46,100.0,0.0,2,2,0,1,0,0
2621,2025-10-11 11:48:46,100.0,0.0,2,2,0,1,0,0
2622,2025-10-11 11:53:46,100.0,0.0,2,2,0,1,0,0
2623,2025-10-11 11:58:46,100.0,0.0,2,2,0,1,0,0
2624,2025-10-11 12:03:46,100.0,0.0,2,2,0,1,0,0
2625,2025-10-11 12:08:46,100.0,0.0,2,2,0,1,0,0
2626,2025-10-11 12:13:46,100.0,0.0,2,2,0,1,0,0
2627,2025-10-11 12:18:46,100.0,0.0,2,2,0,1,0,0
2628,2025-10-11 12:23:46,100.0,0.0,2,2,0,1,0,0
2629,2025-10-11 12:28:46,100.0,0.0,2,2,0,1,0,0
2630,2025-10-11 12:33:46,100.0,0.0,2,2,0,1,0,0
2631,2025-10-11 12:38:46,100.0,0.0,2,2,0,1,0,0
2632,2025-10-11 12:43:46,100.0,0.0,2,2,0,1,0,0
2633,2025-10-11 12:48:46,100.0,0.0,2,2,0,1,0,0
2634,2025-10-11 12:53:46,100.0,0.0,2,2,0,1,0,0
2635,2025-10-11 12:58:46,100.0,0.0,2,2,0,1,0,0
2636,2025-10-11 13:03:46,100.0,0.0,2,2,0,1,0,0
2637,2025-10-11 13:08:46,100.0,0.0,2,2,0,1,0,0
2638,2025-10-11 13:13:46,100.0,0.0,2,2,0,1,0,0
2639,2025-10-11 13:18:46,100.0,0.0,2,2,0,1,0,0
2640,2025-10-11 13:23:47,100.0,0.0,2,2,0,1,0,0
2641,2025-10-11 13:28:47,100.0,0.0,2,2,0,1,0,0
2642,2025-10-11 13:33:47,100.0,0.0,2,2,0,1,0,0
2643,2025-10-11 13:38:47,100.0,0.0,2,2,0,1,0,0
2644,2025-10-11 13:43:47,100.0,0.0,2,2,0,1,0,0
2645,2025-10-11 13:48:47,100.0,0.0,2,2,0,1,0,0
2646,2025-10-11 13:53:47,100.0,0.0,2,2,0,1,0,0
2647,2025-10-11 13:58:47,100.0,0.0,2,2,0,1,0,0
2648,2025-10-11 14:03:47,100.0,0.0,2,2,0,1,0,0
2649,2025-10-11 14:08:47,100.0,0.0,2,2,0,1,0,0
2650,2025-10-11 14:13:47,100.0,0.0,2,2,0,1,0,0
2651,2025-10-11 14:18:47,100.0,0.0,2,2,0,1,0,0
2652,2025-10-11 14:23:47,100.0,0.0,2,2,0,1,0,0
2653,2025-10-11 14:28:47,100.0,0.0,2,2,0,1,0,0
2654,2025-10-11 14:33:47,100.0,0.0,2,2,0,1,0,0
2655,2025-10-11 14:38:47,100.0,0.0,2,2,0,1,0,0
2656,2025-10-11 14:43:47,100.0,0.0,2,2,0,1,0,0
2657,2025-10-11 14:48:47,100.0,0.0,2,2,0,1,0,0
2658,2025-10-11 14:53:47,100.0,0.0,2,2,0,1,0,0
2659,2025-10-11 14:58:47,100.0,0.0,2,2,0,1,0,0
2660,2025-10-11 15:03:47,100.0,0.0,2,2,0,1,0,0
2661,2025-10-11 15:08:47,100.0,0.0,2,2,0,1,0,0
2662,2025-10-11 15:13:47,100.0,0.0,2,2,0,1,0,0
2663,2025-10-11 15:18:47,100.0,0.0,2,2,0,1,0,0
2664,2025-10-11 15:23:47,100.0,0.0,2,2,0,1,0,0
2665,2025-10-11 15:28:47,100.0,0.0,2,2,0,1,0,0
2666,2025-10-11 15:33:47,100.0,0.0,2,2,0,1,0,0
2667,2025-10-11 15:38:47,100.0,0.0,2,2,0,1,0,0
2668,2025-10-11 15:43:47,100.0,0.0,2,2,0,1,0,0
2669,2025-10-11 15:48:47,100.0,0.0,2,2,0,1,0,0
2670,2025-10-11 15:53:47,100.0,0.0,2,2,0,1,0,0
2671,2025-10-11 15:58:47,100.0,0.0,2,2,0,1,0,0
2672,2025-10-11 16:03:47,100.0,0.0,2,2,0,1,0,0
2673,2025-10-11 16:08:47,100.0,0.0,2,2,0,1,0,0
2674,2025-10-11 16:13:47,100.0,0.0,2,2,0,1,0,0
2675,2025-10-11 16:18:47,100.0,0.0,2,2,0,1,0,0
2676,2025-10-11 16:23:47,100.0,0.0,2,2,0,1,0,0
2677,2025-10-11 16:28:47,100.0,0.0,2,2,0,1,0,0
2678,2025-10-11 16:33:47,100.0,0.0,2,2,0,1,0,0
2679,2025-10-11 16:38:47,100.0,0.0,2,2,0,1,0,0
