id,timestamp,mac,temperatura,umidade,latencia,hops
14609,2025-12-06 22:36:10,40:4c:ca:5e:02:44,30.33,86.43,114,3
14610,2025-12-06 22:36:56,40:4c:ca:5d:f7:d4,26.07,88.06,82,1
14611,2025-12-06 22:38:50,40:4c:ca:5e:00:a0,22.09,76.54,81,1
14612,2025-12-06 22:40:09,40:4c:ca:5e:0f:34,23.62,86.29,88,2
14613,2025-12-06 22:40:11,40:4c:ca:5d:e6:e8,23.62,86.29,76,1
14614,2025-12-06 22:41:10,40:4c:ca:5e:02:44,23.62,86.29,127,3
14615,2025-12-06 22:41:56,40:4c:ca:5d:f7:d4,22.09,76.54,84,1
14616,2025-12-06 22:43:50,40:4c:ca:5e:00:a0,18.52,86.65,81,1
14617,2025-12-06 22:45:09,40:4c:ca:5e:0f:34,25.0,75.08,106,2
14618,2025-12-06 22:45:11,40:4c:ca:5d:e6:e8,25.0,75.08,96,1
14619,2025-12-06 22:46:11,40:4c:ca:5e:02:44,25.0,75.08,134,3
14620,2025-12-06 22:46:56,40:4c:ca:5d:f7:d4,18.52,86.65,75,1
14621,2025-12-06 22:48:50,40:4c:ca:5e:00:a0,25.83,61.38,84,1
14622,2025-12-06 22:50:09,40:4c:ca:5e:0f:34,27.52,78.56,92,2
14623,2025-12-06 22:50:11,40:4c:ca:5d:e6:e8,27.52,78.56,84,1
14624,2025-12-06 22:51:56,40:4c:ca:5d:f7:d4,25.83,61.38,99,1
14625,2025-12-06 22:53:50,40:4c:ca:5e:00:a0,30.01,78.9,86,1
14626,2025-12-06 22:55:09,40:4c:ca:5e:0f:34,23.56,64.19,113,2
14627,2025-12-06 22:55:11,40:4c:ca:5d:e6:e8,23.56,64.19,76,1
14628,2025-12-06 22:56:56,40:4c:ca:5d:f7:d4,30.01,78.9,83,1
14629,2025-12-06 22:58:50,40:4c:ca:5e:00:a0,28.3,81.37,63,1
14630,2025-12-06 23:00:09,40:4c:ca:5e:0f:34,20.11,76.51,103,2
14631,2025-12-06 23:00:11,40:4c:ca:5d:e6:e8,20.11,76.51,85,1
14632,2025-12-06 23:01:11,40:4c:ca:5e:02:44,20.11,76.51,119,3
14633,2025-12-06 23:01:56,40:4c:ca:5d:f7:d4,28.3,81.37,84,1
14634,2025-12-06 23:03:50,40:4c:ca:5e:00:a0,24.95,73.56,86,1
14635,2025-12-06 23:05:09,40:4c:ca:5e:0f:34,23.43,82.05,95,2
14636,2025-12-06 23:05:11,40:4c:ca:5d:e6:e8,23.43,82.05,94,1
14637,2025-12-06 23:06:12,40:4c:ca:5e:02:44,23.43,82.05,2369,3
14638,2025-12-06 23:06:56,40:4c:ca:5d:f7:d4,24.95,73.56,697,1
14639,2025-12-06 23:08:50,40:4c:ca:5e:00:a0,25.63,79.11,131,1
14640,2025-12-06 23:10:11,40:4c:ca:5d:e6:e8,29.08,88.93,88,1
14641,2025-12-06 23:10:11,40:4c:ca:5e:0f:34,29.08,88.93,2281,2
14642,2025-12-06 23:11:11,40:4c:ca:5e:02:44,29.08,88.93,1037,3
14643,2025-12-06 23:11:56,40:4c:ca:5d:f7:d4,25.63,79.11,1161,1
14644,2025-12-06 23:13:50,40:4c:ca:5e:00:a0,20.27,74.42,123,1
14645,2025-12-06 23:15:11,40:4c:ca:5d:e6:e8,28.3,61.66,110,1
14646,2025-12-06 23:15:11,40:4c:ca:5e:0f:34,28.3,61.66,133,2
14647,2025-12-06 23:16:11,40:4c:ca:5e:02:44,28.3,61.66,503,3
