id,timestamp,mac,rssi,mac_pai,snr
21616,2025-12-04 07:30:17,40:4c:ca:5d:f3:b8,-58,null,
21617,2025-12-04 07:31:51,40:4c:ca:5e:09:2c,-93,40:4c:ca:5d:f3:b9,
21618,2025-12-04 07:33:14,40:4c:ca:5d:e6:e8,-90,40:4c:ca:5d:f3:b9,
21619,2025-12-04 07:33:31,40:4c:ca:5e:09:2c,-78,40:4c:ca:5d:e6:e9,
21620,2025-12-04 07:34:06,40:4c:ca:5e:02:44,-86,40:4c:ca:5d:f3:b9,
21621,2025-12-04 07:35:17,40:4c:ca:5d:f3:b8,-56,null,
21622,2025-12-04 07:36:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21623,2025-12-04 07:36:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21624,2025-12-04 07:38:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21625,2025-12-04 07:38:31,40:4c:ca:5e:09:2c,-78,40:4c:ca:5d:e6:e9,
21626,2025-12-04 07:40:17,40:4c:ca:5d:f3:b8,-52,null,
21627,2025-12-04 07:41:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21628,2025-12-04 07:41:42,40:4c:ca:5e:0f:34,-75,40:4c:ca:5e:02:45,
21629,2025-12-04 07:43:14,40:4c:ca:5d:e6:e8,-62,40:4c:ca:5d:f3:b9,
21630,2025-12-04 07:43:31,40:4c:ca:5e:09:2c,-79,40:4c:ca:5d:e6:e9,
21631,2025-12-04 07:45:17,40:4c:ca:5d:f3:b8,-51,null,
21632,2025-12-04 07:46:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21633,2025-12-04 07:46:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21634,2025-12-04 07:46:42,40:4c:ca:5e:0f:34,-75,40:4c:ca:5e:02:45,
21635,2025-12-04 07:48:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21636,2025-12-04 07:48:31,40:4c:ca:5e:09:2c,-78,40:4c:ca:5d:e6:e9,
21637,2025-12-04 07:50:17,40:4c:ca:5d:f3:b8,-51,null,
21638,2025-12-04 07:51:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21639,2025-12-04 07:51:38,40:4c:ca:5e:00:a0,-77,40:4c:ca:5d:f3:b9,
21640,2025-12-04 07:51:42,40:4c:ca:5e:0f:34,-75,40:4c:ca:5e:02:45,
21641,2025-12-04 07:53:14,40:4c:ca:5d:e6:e8,-67,40:4c:ca:5d:f3:b9,
21642,2025-12-04 07:53:31,40:4c:ca:5e:09:2c,-77,40:4c:ca:5d:e6:e9,
21643,2025-12-04 07:55:18,40:4c:ca:5d:f3:b8,-57,null,
21644,2025-12-04 07:55:39,40:4c:ca:5d:f7:d4,-88,40:4c:ca:5e:09:2d,
21645,2025-12-04 07:56:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21646,2025-12-04 07:56:38,40:4c:ca:5e:00:a0,-70,40:4c:ca:5d:f3:b9,
21647,2025-12-04 07:56:42,40:4c:ca:5e:0f:34,-75,40:4c:ca:5e:02:45,
21648,2025-12-04 07:58:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21649,2025-12-04 07:58:31,40:4c:ca:5e:09:2c,-78,40:4c:ca:5d:e6:e9,
21650,2025-12-04 08:00:17,40:4c:ca:5d:f3:b8,-51,null,
21651,2025-12-04 08:00:39,40:4c:ca:5d:f7:d4,-85,40:4c:ca:5e:09:2d,
21652,2025-12-04 08:01:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21653,2025-12-04 08:01:38,40:4c:ca:5e:00:a0,-77,40:4c:ca:5d:f3:b9,
21654,2025-12-04 08:01:42,40:4c:ca:5e:0f:34,-75,40:4c:ca:5e:02:45,
21655,2025-12-04 08:03:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21656,2025-12-04 08:03:31,40:4c:ca:5e:09:2c,-77,40:4c:ca:5d:e6:e9,
21657,2025-12-04 08:05:17,40:4c:ca:5d:f3:b8,-57,null,
21658,2025-12-04 08:05:39,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5d:f3:b9,
21659,2025-12-04 08:06:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21660,2025-12-04 08:06:38,40:4c:ca:5e:00:a0,-77,40:4c:ca:5d:f3:b9,
21661,2025-12-04 08:06:42,40:4c:ca:5e:0f:34,-73,40:4c:ca:5e:02:45,
21662,2025-12-04 08:08:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21663,2025-12-04 08:08:31,40:4c:ca:5e:09:2c,-78,40:4c:ca:5d:e6:e9,
21664,2025-12-04 08:10:17,40:4c:ca:5d:f3:b8,-51,null,
21665,2025-12-04 08:10:39,40:4c:ca:5d:f7:d4,-77,40:4c:ca:5d:f3:b9,
21666,2025-12-04 08:11:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21667,2025-12-04 08:11:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21668,2025-12-04 08:11:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21669,2025-12-04 08:13:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21670,2025-12-04 08:13:31,40:4c:ca:5e:09:2c,-78,40:4c:ca:5d:e6:e9,
21671,2025-12-04 08:15:17,40:4c:ca:5d:f3:b8,-56,null,
21672,2025-12-04 08:15:39,40:4c:ca:5d:f7:d4,-78,40:4c:ca:5d:f3:b9,
21673,2025-12-04 08:16:12,40:4c:ca:5e:02:44,-76,40:4c:ca:5d:e6:e9,
21674,2025-12-04 08:16:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21675,2025-12-04 08:16:42,40:4c:ca:5e:0f:34,-73,40:4c:ca:5e:02:45,
21676,2025-12-04 08:18:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21677,2025-12-04 08:18:31,40:4c:ca:5e:09:2c,-77,40:4c:ca:5d:e6:e9,
21678,2025-12-04 08:20:18,40:4c:ca:5d:f3:b8,-51,null,
21679,2025-12-04 08:20:39,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5d:f3:b9,
21680,2025-12-04 08:21:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21681,2025-12-04 08:21:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21682,2025-12-04 08:21:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21683,2025-12-04 08:23:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21684,2025-12-04 08:23:31,40:4c:ca:5e:09:2c,-77,40:4c:ca:5d:e6:e9,
21685,2025-12-04 08:25:18,40:4c:ca:5d:f3:b8,-51,null,
21686,2025-12-04 08:25:39,40:4c:ca:5d:f7:d4,-77,40:4c:ca:5d:f3:b9,
21687,2025-12-04 08:26:12,40:4c:ca:5e:02:44,-76,40:4c:ca:5d:e6:e9,
21688,2025-12-04 08:26:38,40:4c:ca:5e:00:a0,-77,40:4c:ca:5d:f3:b9,
21689,2025-12-04 08:26:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21690,2025-12-04 08:28:14,40:4c:ca:5d:e6:e8,-69,40:4c:ca:5d:f3:b9,
21691,2025-12-04 08:28:31,40:4c:ca:5e:09:2c,-78,40:4c:ca:5d:e6:e9,
21692,2025-12-04 08:30:18,40:4c:ca:5d:f3:b8,-56,null,
21693,2025-12-04 08:30:39,40:4c:ca:5d:f7:d4,-77,40:4c:ca:5d:f3:b9,
21694,2025-12-04 08:31:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21695,2025-12-04 08:31:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21696,2025-12-04 08:31:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21697,2025-12-04 08:33:14,40:4c:ca:5d:e6:e8,-67,40:4c:ca:5d:f3:b9,
21698,2025-12-04 08:33:31,40:4c:ca:5e:09:2c,-77,40:4c:ca:5d:e6:e9,
21699,2025-12-04 08:35:18,40:4c:ca:5d:f3:b8,-57,null,
21700,2025-12-04 08:35:39,40:4c:ca:5d:f7:d4,-76,40:4c:ca:5d:f3:b9,
21701,2025-12-04 08:36:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21702,2025-12-04 08:36:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21703,2025-12-04 08:36:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21704,2025-12-04 08:38:14,40:4c:ca:5d:e6:e8,-66,40:4c:ca:5d:f3:b9,
21705,2025-12-04 08:38:31,40:4c:ca:5e:09:2c,-78,40:4c:ca:5d:e6:e9,
21706,2025-12-04 08:40:18,40:4c:ca:5d:f3:b8,-58,null,
21707,2025-12-04 08:40:39,40:4c:ca:5d:f7:d4,-81,40:4c:ca:5d:f3:b9,
21708,2025-12-04 08:41:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21709,2025-12-04 08:41:38,40:4c:ca:5e:00:a0,-77,40:4c:ca:5d:f3:b9,
21710,2025-12-04 08:41:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21711,2025-12-04 08:43:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21712,2025-12-04 08:43:31,40:4c:ca:5e:09:2c,-78,40:4c:ca:5d:e6:e9,
21713,2025-12-04 08:45:18,40:4c:ca:5d:f3:b8,-57,null,
21714,2025-12-04 08:45:39,40:4c:ca:5d:f7:d4,-79,40:4c:ca:5d:f3:b9,
21715,2025-12-04 08:46:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21716,2025-12-04 08:46:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21717,2025-12-04 08:46:42,40:4c:ca:5e:0f:34,-73,40:4c:ca:5e:02:45,
21718,2025-12-04 08:48:14,40:4c:ca:5d:e6:e8,-69,40:4c:ca:5d:f3:b9,
21719,2025-12-04 08:48:31,40:4c:ca:5e:09:2c,-78,40:4c:ca:5d:e6:e9,
21720,2025-12-04 08:50:18,40:4c:ca:5d:f3:b8,-50,null,
21721,2025-12-04 08:50:39,40:4c:ca:5d:f7:d4,-79,40:4c:ca:5d:f3:b9,
21722,2025-12-04 08:51:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21723,2025-12-04 08:51:38,40:4c:ca:5e:00:a0,-69,40:4c:ca:5d:f3:b9,
21724,2025-12-04 08:51:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21725,2025-12-04 08:53:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21726,2025-12-04 08:53:31,40:4c:ca:5e:09:2c,-78,40:4c:ca:5d:e6:e9,
21727,2025-12-04 08:55:18,40:4c:ca:5d:f3:b8,-58,null,
21728,2025-12-04 08:55:39,40:4c:ca:5d:f7:d4,-77,40:4c:ca:5d:f3:b9,
21729,2025-12-04 08:56:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21730,2025-12-04 08:56:38,40:4c:ca:5e:00:a0,-77,40:4c:ca:5d:f3:b9,
21731,2025-12-04 08:56:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21732,2025-12-04 08:58:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21733,2025-12-04 08:58:31,40:4c:ca:5e:09:2c,-78,40:4c:ca:5d:e6:e9,
21734,2025-12-04 09:00:18,40:4c:ca:5d:f3:b8,-51,null,
21735,2025-12-04 09:00:39,40:4c:ca:5d:f7:d4,-78,40:4c:ca:5d:f3:b9,
21736,2025-12-04 09:01:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21737,2025-12-04 09:01:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21738,2025-12-04 09:01:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21739,2025-12-04 09:03:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21740,2025-12-04 09:03:31,40:4c:ca:5e:09:2c,-78,40:4c:ca:5d:e6:e9,
21741,2025-12-04 09:05:18,40:4c:ca:5d:f3:b8,-52,null,
21742,2025-12-04 09:05:39,40:4c:ca:5d:f7:d4,-77,40:4c:ca:5d:f3:b9,
21743,2025-12-04 09:06:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21744,2025-12-04 09:06:38,40:4c:ca:5e:00:a0,-77,40:4c:ca:5d:f3:b9,
21745,2025-12-04 09:06:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21746,2025-12-04 09:08:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21747,2025-12-04 09:08:31,40:4c:ca:5e:09:2c,-77,40:4c:ca:5d:e6:e9,
21748,2025-12-04 09:10:18,40:4c:ca:5d:f3:b8,-52,null,
21749,2025-12-04 09:10:39,40:4c:ca:5d:f7:d4,-77,40:4c:ca:5d:f3:b9,
21750,2025-12-04 09:11:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21751,2025-12-04 09:11:38,40:4c:ca:5e:00:a0,-77,40:4c:ca:5d:f3:b9,
21752,2025-12-04 09:11:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21753,2025-12-04 09:13:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21754,2025-12-04 09:13:31,40:4c:ca:5e:09:2c,-77,40:4c:ca:5d:e6:e9,
21755,2025-12-04 09:15:18,40:4c:ca:5d:f3:b8,-58,null,
21756,2025-12-04 09:15:39,40:4c:ca:5d:f7:d4,-78,40:4c:ca:5d:f3:b9,
21757,2025-12-04 09:16:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21758,2025-12-04 09:16:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21759,2025-12-04 09:16:42,40:4c:ca:5e:0f:34,-73,40:4c:ca:5e:02:45,
21760,2025-12-04 09:18:14,40:4c:ca:5d:e6:e8,-69,40:4c:ca:5d:f3:b9,
21761,2025-12-04 09:18:31,40:4c:ca:5e:09:2c,-78,40:4c:ca:5d:e6:e9,
21762,2025-12-04 09:20:18,40:4c:ca:5d:f3:b8,-52,null,
21763,2025-12-04 09:20:39,40:4c:ca:5d:f7:d4,-77,40:4c:ca:5d:f3:b9,
21764,2025-12-04 09:21:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21765,2025-12-04 09:21:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21766,2025-12-04 09:21:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21767,2025-12-04 09:23:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21768,2025-12-04 09:23:31,40:4c:ca:5e:09:2c,-78,40:4c:ca:5d:e6:e9,
21769,2025-12-04 09:25:18,40:4c:ca:5d:f3:b8,-51,null,
21770,2025-12-04 09:25:40,40:4c:ca:5d:f7:d4,-76,40:4c:ca:5d:f3:b9,
21771,2025-12-04 09:26:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21772,2025-12-04 09:26:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21773,2025-12-04 09:26:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21774,2025-12-04 09:28:14,40:4c:ca:5d:e6:e8,-67,40:4c:ca:5d:f3:b9,
21775,2025-12-04 09:28:31,40:4c:ca:5e:09:2c,-77,40:4c:ca:5d:e6:e9,
21776,2025-12-04 09:30:18,40:4c:ca:5d:f3:b8,-51,null,
21777,2025-12-04 09:30:39,40:4c:ca:5d:f7:d4,-73,40:4c:ca:5d:f3:b9,
21778,2025-12-04 09:31:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21779,2025-12-04 09:31:38,40:4c:ca:5e:00:a0,-77,40:4c:ca:5d:f3:b9,
21780,2025-12-04 09:31:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21781,2025-12-04 09:33:14,40:4c:ca:5d:e6:e8,-67,40:4c:ca:5d:f3:b9,
21782,2025-12-04 09:33:31,40:4c:ca:5e:09:2c,-78,40:4c:ca:5d:e6:e9,
21783,2025-12-04 09:35:18,40:4c:ca:5d:f3:b8,-52,null,
21784,2025-12-04 09:35:39,40:4c:ca:5d:f7:d4,-78,40:4c:ca:5d:f3:b9,
21785,2025-12-04 09:36:12,40:4c:ca:5e:02:44,-74,40:4c:ca:5d:e6:e9,
21786,2025-12-04 09:36:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21787,2025-12-04 09:36:42,40:4c:ca:5e:0f:34,-73,40:4c:ca:5e:02:45,
21788,2025-12-04 09:38:14,40:4c:ca:5d:e6:e8,-69,40:4c:ca:5d:f3:b9,
21789,2025-12-04 09:40:18,40:4c:ca:5d:f3:b8,-59,null,
21790,2025-12-04 09:40:39,40:4c:ca:5d:f7:d4,-78,40:4c:ca:5d:f3:b9,
21791,2025-12-04 09:41:12,40:4c:ca:5e:02:44,-74,40:4c:ca:5d:e6:e9,
21792,2025-12-04 09:41:38,40:4c:ca:5e:00:a0,-77,40:4c:ca:5d:f3:b9,
21793,2025-12-04 09:41:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21794,2025-12-04 09:43:14,40:4c:ca:5d:e6:e8,-69,40:4c:ca:5d:f3:b9,
21795,2025-12-04 09:45:18,40:4c:ca:5d:f3:b8,-58,null,
21796,2025-12-04 09:45:39,40:4c:ca:5d:f7:d4,-80,40:4c:ca:5d:f3:b9,
21797,2025-12-04 09:46:12,40:4c:ca:5e:02:44,-74,40:4c:ca:5d:e6:e9,
21798,2025-12-04 09:46:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21799,2025-12-04 09:46:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21800,2025-12-04 09:48:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21801,2025-12-04 09:50:18,40:4c:ca:5d:f3:b8,-54,null,
21802,2025-12-04 09:50:39,40:4c:ca:5d:f7:d4,-77,40:4c:ca:5d:f3:b9,
21803,2025-12-04 09:51:12,40:4c:ca:5e:02:44,-74,40:4c:ca:5d:e6:e9,
21804,2025-12-04 09:51:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21805,2025-12-04 09:51:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21806,2025-12-04 09:53:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21807,2025-12-04 09:55:18,40:4c:ca:5d:f3:b8,-52,null,
21808,2025-12-04 09:55:39,40:4c:ca:5d:f7:d4,-79,40:4c:ca:5d:f3:b9,
21809,2025-12-04 09:56:12,40:4c:ca:5e:02:44,-72,40:4c:ca:5d:e6:e9,
21810,2025-12-04 09:56:38,40:4c:ca:5e:00:a0,-77,40:4c:ca:5d:f3:b9,
21811,2025-12-04 09:56:42,40:4c:ca:5e:0f:34,-73,40:4c:ca:5e:02:45,
21812,2025-12-04 09:58:14,40:4c:ca:5d:e6:e8,-69,40:4c:ca:5d:f3:b9,
21813,2025-12-04 10:00:18,40:4c:ca:5d:f3:b8,-58,null,
21814,2025-12-04 10:00:39,40:4c:ca:5d:f7:d4,-79,40:4c:ca:5d:f3:b9,
21815,2025-12-04 10:01:12,40:4c:ca:5e:02:44,-74,40:4c:ca:5d:e6:e9,
21816,2025-12-04 10:01:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21817,2025-12-04 10:01:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21818,2025-12-04 10:03:14,40:4c:ca:5d:e6:e8,-69,40:4c:ca:5d:f3:b9,
21819,2025-12-04 10:05:18,40:4c:ca:5d:f3:b8,-58,null,
21820,2025-12-04 10:05:39,40:4c:ca:5d:f7:d4,-81,40:4c:ca:5d:f3:b9,
21821,2025-12-04 10:06:12,40:4c:ca:5e:02:44,-74,40:4c:ca:5d:e6:e9,
21822,2025-12-04 10:06:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21823,2025-12-04 10:06:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21824,2025-12-04 10:08:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21825,2025-12-04 10:09:34,40:4c:ca:5e:09:2c,-81,40:4c:ca:5d:e6:e9,
21826,2025-12-04 10:10:18,40:4c:ca:5d:f3:b8,-52,null,
21827,2025-12-04 10:10:40,40:4c:ca:5d:f7:d4,-90,40:4c:ca:5d:f3:b9,
21828,2025-12-04 10:11:12,40:4c:ca:5e:02:44,-70,40:4c:ca:5d:e6:e9,
21829,2025-12-04 10:11:38,40:4c:ca:5e:00:a0,-77,40:4c:ca:5d:f3:b9,
21830,2025-12-04 10:11:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21831,2025-12-04 10:13:14,40:4c:ca:5d:e6:e8,-67,40:4c:ca:5d:f3:b9,
21832,2025-12-04 10:14:34,40:4c:ca:5e:09:2c,-82,40:4c:ca:5d:e6:e9,
21833,2025-12-04 10:15:18,40:4c:ca:5d:f3:b8,-51,null,
21834,2025-12-04 10:15:40,40:4c:ca:5d:f7:d4,-87,40:4c:ca:5d:f3:b9,
21835,2025-12-04 10:16:12,40:4c:ca:5e:02:44,-74,40:4c:ca:5d:e6:e9,
21836,2025-12-04 10:16:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21837,2025-12-04 10:16:42,40:4c:ca:5e:0f:34,-73,40:4c:ca:5e:02:45,
21838,2025-12-04 10:18:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21839,2025-12-04 10:20:18,40:4c:ca:5d:f3:b8,-58,null,
21840,2025-12-04 10:20:40,40:4c:ca:5d:f7:d4,-90,40:4c:ca:5d:f3:b9,
21841,2025-12-04 10:21:12,40:4c:ca:5e:02:44,-74,40:4c:ca:5d:e6:e9,
21842,2025-12-04 10:21:38,40:4c:ca:5e:00:a0,-77,40:4c:ca:5d:f3:b9,
21843,2025-12-04 10:21:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21844,2025-12-04 10:23:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21845,2025-12-04 10:25:18,40:4c:ca:5d:f3:b8,-53,null,
21846,2025-12-04 10:25:40,40:4c:ca:5d:f7:d4,-88,40:4c:ca:5d:f3:b9,
21847,2025-12-04 10:26:12,40:4c:ca:5e:02:44,-74,40:4c:ca:5d:e6:e9,
21848,2025-12-04 10:26:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21849,2025-12-04 10:26:42,40:4c:ca:5e:0f:34,-72,40:4c:ca:5e:02:45,
21850,2025-12-04 10:28:14,40:4c:ca:5d:e6:e8,-69,40:4c:ca:5d:f3:b9,
21851,2025-12-04 10:30:18,40:4c:ca:5d:f3:b8,-53,null,
21852,2025-12-04 10:30:40,40:4c:ca:5d:f7:d4,-91,40:4c:ca:5d:f3:b9,
21853,2025-12-04 10:31:12,40:4c:ca:5e:02:44,-74,40:4c:ca:5d:e6:e9,
21854,2025-12-04 10:31:38,40:4c:ca:5e:00:a0,-77,40:4c:ca:5d:f3:b9,
21855,2025-12-04 10:31:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21856,2025-12-04 10:33:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21857,2025-12-04 10:35:19,40:4c:ca:5d:f3:b8,-58,null,
21858,2025-12-04 10:36:12,40:4c:ca:5e:02:44,-74,40:4c:ca:5d:e6:e9,
21859,2025-12-04 10:36:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21860,2025-12-04 10:36:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21861,2025-12-04 10:38:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21862,2025-12-04 10:40:18,40:4c:ca:5d:f3:b8,-58,null,
21863,2025-12-04 10:41:12,40:4c:ca:5e:02:44,-74,40:4c:ca:5d:e6:e9,
21864,2025-12-04 10:41:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21865,2025-12-04 10:41:42,40:4c:ca:5e:0f:34,-74,40:4c:ca:5e:02:45,
21866,2025-12-04 10:43:14,40:4c:ca:5d:e6:e8,-69,40:4c:ca:5d:f3:b9,
21867,2025-12-04 10:45:19,40:4c:ca:5d:f3:b8,-52,null,
21868,2025-12-04 10:45:40,40:4c:ca:5d:f7:d4,-85,40:4c:ca:5d:f3:b9,
21869,2025-12-04 10:46:12,40:4c:ca:5e:02:44,-74,40:4c:ca:5d:e6:e9,
21870,2025-12-04 10:46:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21871,2025-12-04 10:46:42,40:4c:ca:5e:0f:34,-73,40:4c:ca:5e:02:45,
21872,2025-12-04 10:48:14,40:4c:ca:5d:e6:e8,-69,40:4c:ca:5d:f3:b9,
21873,2025-12-04 10:50:19,40:4c:ca:5d:f3:b8,-59,null,
21874,2025-12-04 10:50:40,40:4c:ca:5d:f7:d4,-89,40:4c:ca:5d:f3:b9,
21875,2025-12-04 10:51:12,40:4c:ca:5e:02:44,-75,40:4c:ca:5d:e6:e9,
21876,2025-12-04 10:51:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21877,2025-12-04 10:51:42,40:4c:ca:5e:0f:34,-75,40:4c:ca:5e:02:45,
21878,2025-12-04 10:53:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21879,2025-12-04 10:55:19,40:4c:ca:5d:f3:b8,-56,null,
21880,2025-12-04 10:55:40,40:4c:ca:5d:f7:d4,-84,40:4c:ca:5d:f3:b9,
21881,2025-12-04 10:56:12,40:4c:ca:5e:02:44,-74,40:4c:ca:5d:e6:e9,
21882,2025-12-04 10:56:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21883,2025-12-04 10:56:42,40:4c:ca:5e:0f:34,-75,40:4c:ca:5e:02:45,
21884,2025-12-04 10:58:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21885,2025-12-04 11:00:20,40:4c:ca:5d:f3:b8,-51,null,
21886,2025-12-04 11:00:40,40:4c:ca:5d:f7:d4,-85,40:4c:ca:5d:f3:b9,
21887,2025-12-04 11:01:12,40:4c:ca:5e:02:44,-74,40:4c:ca:5d:e6:e9,
21888,2025-12-04 11:01:38,40:4c:ca:5e:00:a0,-76,40:4c:ca:5d:f3:b9,
21889,2025-12-04 11:01:42,40:4c:ca:5e:0f:34,-75,40:4c:ca:5e:02:45,
21890,2025-12-04 11:03:14,40:4c:ca:5d:e6:e8,-68,40:4c:ca:5d:f3:b9,
21891,2025-12-04 11:05:19,40:4c:ca:5d:f3:b8,-57,null,
