id,timestamp,mac,rssi,mac_pai
17572,2025-11-16 09:08:18,40:4c:ca:5e:09:2c,-76,40:4c:ca:5e:0f:35
17573,2025-11-16 09:09:11,40:4c:ca:5e:02:44,-85,40:4c:ca:5e:0f:35
17574,2025-11-16 09:12:11,40:4c:ca:5e:0f:34,-59,null
17575,2025-11-16 09:13:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17576,2025-11-16 09:13:18,40:4c:ca:5e:09:2c,-79,40:4c:ca:5e:0f:35
17577,2025-11-16 09:14:11,40:4c:ca:5e:02:44,-85,40:4c:ca:5e:0f:35
17578,2025-11-16 09:17:11,40:4c:ca:5e:0f:34,-59,null
17579,2025-11-16 09:18:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17580,2025-11-16 09:18:18,40:4c:ca:5e:09:2c,-76,40:4c:ca:5e:0f:35
17581,2025-11-16 09:19:11,40:4c:ca:5e:02:44,-84,40:4c:ca:5e:0f:35
17582,2025-11-16 09:22:11,40:4c:ca:5e:0f:34,-59,null
17583,2025-11-16 09:23:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17584,2025-11-16 09:23:18,40:4c:ca:5e:09:2c,-76,40:4c:ca:5e:0f:35
17585,2025-11-16 09:24:11,40:4c:ca:5e:02:44,-84,40:4c:ca:5e:0f:35
17586,2025-11-16 09:27:11,40:4c:ca:5e:0f:34,-55,null
17587,2025-11-16 09:28:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17588,2025-11-16 09:28:18,40:4c:ca:5e:09:2c,-77,40:4c:ca:5e:0f:35
17589,2025-11-16 09:29:11,40:4c:ca:5e:02:44,-84,40:4c:ca:5e:0f:35
17590,2025-11-16 09:32:11,40:4c:ca:5e:0f:34,-54,null
17591,2025-11-16 09:33:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17592,2025-11-16 09:33:18,40:4c:ca:5e:09:2c,-77,40:4c:ca:5e:0f:35
17593,2025-11-16 09:34:11,40:4c:ca:5e:02:44,-84,40:4c:ca:5e:0f:35
17594,2025-11-16 09:37:11,40:4c:ca:5e:0f:34,-53,null
17595,2025-11-16 09:38:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17596,2025-11-16 09:38:18,40:4c:ca:5e:09:2c,-76,40:4c:ca:5e:0f:35
17597,2025-11-16 09:39:11,40:4c:ca:5e:02:44,-84,40:4c:ca:5e:0f:35
17598,2025-11-16 09:42:11,40:4c:ca:5e:0f:34,-54,null
17599,2025-11-16 09:43:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17600,2025-11-16 09:43:18,40:4c:ca:5e:09:2c,-77,40:4c:ca:5e:0f:35
17601,2025-11-16 09:44:11,40:4c:ca:5e:02:44,-85,40:4c:ca:5e:0f:35
17602,2025-11-16 09:47:11,40:4c:ca:5e:0f:34,-54,null
17603,2025-11-16 09:48:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17604,2025-11-16 09:48:18,40:4c:ca:5e:09:2c,-77,40:4c:ca:5e:0f:35
17605,2025-11-16 09:49:11,40:4c:ca:5e:02:44,-85,40:4c:ca:5e:0f:35
17606,2025-11-16 09:52:11,40:4c:ca:5e:0f:34,-61,null
17607,2025-11-16 09:53:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17608,2025-11-16 09:53:18,40:4c:ca:5e:09:2c,-78,40:4c:ca:5e:0f:35
17609,2025-11-16 09:54:11,40:4c:ca:5e:02:44,-84,40:4c:ca:5e:0f:35
17610,2025-11-16 09:57:11,40:4c:ca:5e:0f:34,-60,null
17611,2025-11-16 09:58:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17612,2025-11-16 09:58:18,40:4c:ca:5e:09:2c,-78,40:4c:ca:5e:0f:35
17613,2025-11-16 09:59:11,40:4c:ca:5e:02:44,-84,40:4c:ca:5e:0f:35
17614,2025-11-16 10:02:11,40:4c:ca:5e:0f:34,-61,null
17615,2025-11-16 10:03:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17616,2025-11-16 10:03:18,40:4c:ca:5e:09:2c,-77,40:4c:ca:5e:0f:35
17617,2025-11-16 10:04:11,40:4c:ca:5e:02:44,-84,40:4c:ca:5e:0f:35
17618,2025-11-16 10:07:11,40:4c:ca:5e:0f:34,-56,null
17619,2025-11-16 10:08:06,40:4c:ca:5d:f7:d4,-76,40:4c:ca:5e:0f:35
17620,2025-11-16 10:08:18,40:4c:ca:5e:09:2c,-77,40:4c:ca:5e:0f:35
