id,timestamp,mac,temp_interna,free_heap,cpu_total,cpu_idle
3347,2025-11-19 12:57:23,40:4c:ca:5e:02:44,43.1,234452,6.55,0.0
3348,2025-11-19 12:59:43,40:4c:ca:5d:f7:d4,42.2,234560,1.31,0.0
3349,2025-11-19 13:00:23,40:4c:ca:5e:09:2c,45.6,231704,7.85,0.0
3350,2025-11-19 13:00:24,40:4c:ca:5e:0f:34,34.1,202676,6.91,93.09
3351,2025-11-19 13:01:21,40:4c:ca:5d:f3:b8,45.7,234048,5.95,0.0
3352,2025-11-19 13:02:23,40:4c:ca:5e:02:44,43.1,234424,5.87,0.0
3353,2025-11-19 13:04:42,40:4c:ca:5d:f7:d4,42.2,234512,1.05,0.0
3354,2025-11-19 13:05:23,40:4c:ca:5e:09:2c,46.6,231704,6.95,0.0
3355,2025-11-19 13:05:24,40:4c:ca:5e:0f:34,35.1,202676,6.3,93.7
3356,2025-11-19 13:06:21,40:4c:ca:5d:f3:b8,47.7,234092,5.42,0.0
3357,2025-11-19 13:07:23,40:4c:ca:5e:02:44,43.1,234424,5.35,0.0
3358,2025-11-19 13:08:44,40:4c:ca:5d:f7:d4,42.2,234832,96.44,0.0
3359,2025-11-19 13:10:23,40:4c:ca:5e:09:2c,45.6,231704,6.26,0.0
3360,2025-11-19 13:10:24,40:4c:ca:5e:0f:34,35.1,201888,5.81,94.19
3361,2025-11-19 13:10:43,40:4c:ca:5d:f7:d4,43.2,235036,96.15,0.0
3362,2025-11-19 13:11:23,40:4c:ca:5d:f3:b8,46.7,234056,5.0,0.0
3363,2025-11-19 13:12:23,40:4c:ca:5e:02:44,43.1,234424,4.94,0.0
3364,2025-11-19 13:15:23,40:4c:ca:5e:09:2c,45.6,230956,5.72,0.0
3365,2025-11-19 13:15:24,40:4c:ca:5e:0f:34,35.1,201888,5.41,94.59
3366,2025-11-19 13:15:43,40:4c:ca:5d:f7:d4,43.2,234712,1.28,0.0
3367,2025-11-19 13:16:23,40:4c:ca:5d:f3:b8,49.7,234056,4.64,0.0
3368,2025-11-19 13:16:44,40:4c:ca:5d:f7:d4,43.2,234576,97.3,0.0
3369,2025-11-19 13:17:23,40:4c:ca:5e:02:44,43.1,234636,4.58,0.0
3370,2025-11-19 13:20:23,40:4c:ca:5e:09:2c,45.6,231708,5.28,0.0
3371,2025-11-19 13:20:24,40:4c:ca:5e:0f:34,38.1,203244,5.07,94.93
3372,2025-11-19 13:21:23,40:4c:ca:5d:f3:b8,50.7,234068,4.35,0.0
3373,2025-11-19 13:21:47,40:4c:ca:5d:f7:d4,43.2,234940,96.04,0.0
3374,2025-11-19 13:22:23,40:4c:ca:5e:02:44,43.1,234636,4.3,0.0
3375,2025-11-19 13:25:23,40:4c:ca:5e:09:2c,45.6,231708,4.92,0.0
3376,2025-11-19 13:25:24,40:4c:ca:5e:0f:34,35.1,203632,4.8,95.2
3377,2025-11-19 13:26:23,40:4c:ca:5d:f3:b8,51.7,234264,4.09,0.0
3378,2025-11-19 13:26:46,40:4c:ca:5d:f7:d4,43.2,234712,97.14,0.0
3379,2025-11-19 13:27:23,40:4c:ca:5e:02:44,44.1,234440,4.05,0.0
3380,2025-11-19 13:28:48,40:4c:ca:5d:f7:d4,43.2,234968,97.32,0.0
3381,2025-11-19 13:30:23,40:4c:ca:5e:09:2c,46.6,231708,4.62,0.0
3382,2025-11-19 13:31:23,40:4c:ca:5d:f3:b8,50.7,234056,-3075.86,0.0
3383,2025-11-19 13:32:23,40:4c:ca:5e:02:44,43.1,234440,-3075.61,0.0
3384,2025-11-19 13:33:48,40:4c:ca:5d:f7:d4,43.2,234604,1.27,0.0
3385,2025-11-19 13:34:47,40:4c:ca:5d:f7:d4,43.2,235992,97.71,0.0
3386,2025-11-19 13:35:23,40:4c:ca:5e:09:2c,46.6,231704,4.34,0.0
3387,2025-11-19 13:35:24,40:4c:ca:5e:0f:34,35.1,203620,47.05,52.95
3388,2025-11-19 13:36:23,40:4c:ca:5d:f3:b8,49.7,234056,40.1,0.0
3389,2025-11-19 13:37:23,40:4c:ca:5e:02:44,43.1,234436,39.87,0.0
3390,2025-11-19 13:37:47,40:4c:ca:5d:f7:d4,43.2,234924,97.84,0.0
3391,2025-11-19 13:40:23,40:4c:ca:5e:09:2c,45.6,231704,-3067.49,0.0
3392,2025-11-19 13:40:24,40:4c:ca:5e:0f:34,35.1,203620,28.28,71.72
3393,2025-11-19 13:41:23,40:4c:ca:5d:f3:b8,50.7,234060,24.05,0.0
3394,2025-11-19 13:41:48,40:4c:ca:5d:f7:d4,43.2,236252,96.08,0.0
3395,2025-11-19 13:42:23,40:4c:ca:5e:02:44,44.1,234412,23.97,0.0
3396,2025-11-19 13:43:48,40:4c:ca:5d:f7:d4,43.2,236288,97.65,0.0
3397,2025-11-19 13:44:49,40:4c:ca:5d:f7:d4,43.2,236304,96.06,0.0
3398,2025-11-19 13:45:23,40:4c:ca:5e:09:2c,46.6,231708,42.85,0.0
3399,2025-11-19 13:45:24,40:4c:ca:5e:0f:34,35.1,203488,20.54,79.46
3400,2025-11-19 13:46:23,40:4c:ca:5d:f3:b8,51.7,234060,17.32,0.0
3401,2025-11-19 13:46:48,40:4c:ca:5d:f7:d4,43.2,235008,97.36,0.0
3402,2025-11-19 13:47:23,40:4c:ca:5e:02:44,44.1,234420,17.35,0.0
3403,2025-11-19 13:49:49,40:4c:ca:5d:f7:d4,43.2,235584,95.98,0.0
3404,2025-11-19 13:50:24,40:4c:ca:5e:09:2c,46.6,231712,25.81,0.0
3405,2025-11-19 13:50:24,40:4c:ca:5e:0f:34,35.1,203624,16.21,83.79
3406,2025-11-19 13:51:23,40:4c:ca:5d:f3:b8,52.7,234060,13.62,0.0
3407,2025-11-19 13:52:23,40:4c:ca:5e:02:44,44.1,234432,13.68,0.0
3408,2025-11-19 13:55:24,40:4c:ca:5e:09:2c,46.6,231704,18.59,0.0
3409,2025-11-19 13:55:25,40:4c:ca:5e:0f:34,37.1,203644,13.47,86.53
3410,2025-11-19 13:55:25,40:4c:ca:5e:0f:34,37.1,203644,13.47,86.53
3411,2025-11-19 13:56:23,40:4c:ca:5d:f3:b8,55.7,234484,11.27,0.0
3412,2025-11-19 13:57:23,40:4c:ca:5e:02:44,44.1,234628,11.36,0.0
3413,2025-11-19 14:00:23,40:4c:ca:5e:09:2c,46.6,232132,14.73,0.0
3414,2025-11-19 14:00:24,40:4c:ca:5e:0f:34,39.1,203972,11.85,88.15
3415,2025-11-19 14:01:28,40:4c:ca:5d:f3:b8,54.7,234484,9.65,0.0
3416,2025-11-19 14:02:23,40:4c:ca:5e:02:44,44.1,234624,9.8,0.0
3417,2025-11-19 14:05:33,40:4c:ca:5e:0f:34,58.1,200536,10.72,89.28
3418,2025-11-19 14:05:34,40:4c:ca:5e:09:2c,47.6,231232,12.28,0.0
3419,2025-11-19 14:06:23,40:4c:ca:5d:f3:b8,52.7,234472,8.48,0.0
3420,2025-11-19 14:07:23,40:4c:ca:5e:02:44,44.1,234840,8.67,0.0
3421,2025-11-19 14:10:34,40:4c:ca:5e:09:2c,46.6,231920,10.61,0.0
3422,2025-11-19 14:10:34,40:4c:ca:5e:0f:34,39.1,204844,9.84,90.16
3423,2025-11-19 14:11:29,40:4c:ca:5d:f3:b8,51.7,234272,7.58,0.0
3424,2025-11-19 14:12:23,40:4c:ca:5e:02:44,44.1,234636,7.81,0.0
3425,2025-11-19 14:12:41,40:4c:ca:5d:f7:d4,44.2,235240,97.03,0.0
