id,timestamp,sucesso,perda,layer,nos,rtt,trocas_pai,ult_troca,retransmissoes
4478,2025-10-19 20:53:21,100.0,0.0,2,2,0,1,0,0
4479,2025-10-19 20:58:22,100.0,0.0,2,2,0,1,0,0
4480,2025-10-19 21:03:22,100.0,0.0,2,2,0,1,0,0
4481,2025-10-19 21:08:22,100.0,0.0,2,2,0,1,0,0
4482,2025-10-19 21:13:22,100.0,0.0,2,2,0,1,0,0
4483,2025-10-19 21:18:22,100.0,0.0,2,2,0,1,0,0
4484,2025-10-19 21:23:22,100.0,0.0,2,2,0,1,0,0
4485,2025-10-19 21:28:22,100.0,0.0,2,2,0,1,0,0
4486,2025-10-19 21:33:22,100.0,0.0,2,2,0,1,0,0
4487,2025-10-19 21:38:22,100.0,0.0,2,2,0,1,0,0
4488,2025-10-19 21:43:22,100.0,0.0,2,2,0,1,0,0
4489,2025-10-19 21:48:22,100.0,0.0,2,2,0,1,0,0
4490,2025-10-19 21:53:22,100.0,0.0,2,2,0,1,0,0
4491,2025-10-19 21:58:22,100.0,0.0,2,2,0,1,0,0
4492,2025-10-19 22:03:22,100.0,0.0,2,2,0,1,0,0
4493,2025-10-19 22:08:22,100.0,0.0,2,2,0,1,0,0
4494,2025-10-19 22:13:22,100.0,0.0,2,2,0,1,0,0
4495,2025-10-19 22:18:22,100.0,0.0,2,2,0,1,0,0
4496,2025-10-19 22:23:22,100.0,0.0,2,2,0,1,0,0
4497,2025-10-19 22:28:22,100.0,0.0,2,2,0,1,0,0
4498,2025-10-19 22:33:22,100.0,0.0,2,2,0,1,0,0
4499,2025-10-19 22:38:22,100.0,0.0,2,2,0,1,0,0
4500,2025-10-19 22:43:22,100.0,0.0,2,2,0,1,0,0
