id,timestamp,mac,temp_interna,free_heap,cpu_total,cpu_idle
9493,2025-12-13 13:40:43,40:4c:ca:5e:02:44,46.1,209148,96.79,3.21
9494,2025-12-13 13:40:47,40:4c:ca:5d:f3:b8,41.7,235200,97.28,0.0
9495,2025-12-13 13:41:43,40:4c:ca:5e:02:44,47.1,208972,1.66,98.34
9496,2025-12-13 13:41:47,40:4c:ca:5d:f3:b8,41.7,235240,97.28,0.0
9497,2025-12-13 13:42:43,40:4c:ca:5e:02:44,47.1,208944,1.66,98.34
9498,2025-12-13 13:42:46,40:4c:ca:5d:f3:b8,42.7,236168,97.3,0.0
9499,2025-12-13 13:43:43,40:4c:ca:5e:02:44,47.1,208868,1.66,98.34
9500,2025-12-13 13:43:46,40:4c:ca:5e:09:2c,44.6,235688,95.82,0.0
9501,2025-12-13 13:43:46,40:4c:ca:5d:f3:b8,42.7,233024,97.3,0.0
9502,2025-12-13 13:46:48,40:4c:ca:5d:f3:b8,43.7,212152,97.36,2.64
9503,2025-12-13 13:47:49,40:4c:ca:5d:f3:b8,42.7,209668,97.36,2.64
9504,2025-12-13 13:47:49,40:4c:ca:5e:02:44,42.1,235472,96.94,0.0
9505,2025-12-13 13:48:49,40:4c:ca:5d:f3:b8,42.7,209536,97.36,2.64
9506,2025-12-13 13:48:49,40:4c:ca:5e:02:44,44.1,235256,96.94,0.0
9507,2025-12-13 13:50:16,40:4c:ca:5e:02:44,47.1,209648,96.94,3.06
9508,2025-12-13 13:50:19,40:4c:ca:5d:f3:b8,41.7,235472,97.33,0.0
9509,2025-12-13 13:51:16,40:4c:ca:5e:02:44,47.1,209068,96.94,3.06
9510,2025-12-13 13:51:19,40:4c:ca:5d:f3:b8,42.7,235256,97.33,0.0
9511,2025-12-13 13:52:51,40:4c:ca:5d:f3:b8,42.7,235296,97.33,0.0
9512,2025-12-13 13:52:51,40:4c:ca:5d:f3:b8,43.7,212792,97.33,2.67
9513,2025-12-13 13:53:43,40:4c:ca:5d:f3:b8,43.7,212076,97.33,2.67
9514,2025-12-13 13:54:43,40:4c:ca:5d:f3:b8,43.7,211856,1.67,98.33
9515,2025-12-13 13:55:40,40:4c:ca:5e:02:44,41.1,235624,96.77,0.0
9516,2025-12-13 13:55:44,40:4c:ca:5d:f3:b8,43.7,208828,1.67,98.33
9517,2025-12-13 13:56:40,40:4c:ca:5e:02:44,43.1,235408,96.77,0.0
9518,2025-12-13 13:56:44,40:4c:ca:5d:f3:b8,43.7,208828,1.67,98.33
9519,2025-12-13 13:57:40,40:4c:ca:5e:02:44,44.1,235448,96.77,0.0
9520,2025-12-13 13:57:44,40:4c:ca:5d:f3:b8,43.7,208828,1.67,98.33
9521,2025-12-13 13:58:40,40:4c:ca:5e:02:44,45.1,235448,96.77,0.0
9522,2025-12-13 13:58:44,40:4c:ca:5d:f3:b8,43.7,208828,1.67,98.33
9523,2025-12-13 13:59:40,40:4c:ca:5e:02:44,45.1,235448,96.77,0.0
9524,2025-12-13 13:59:44,40:4c:ca:5d:f3:b8,43.7,208828,1.24,98.76
9525,2025-12-13 14:00:40,40:4c:ca:5e:02:44,46.1,235328,1.29,0.0
9526,2025-12-13 14:00:44,40:4c:ca:5d:f3:b8,43.7,208828,1.24,98.76
9527,2025-12-13 14:01:41,40:4c:ca:5e:02:44,45.1,235760,97.04,0.0
9528,2025-12-13 14:01:44,40:4c:ca:5d:f3:b8,43.7,208816,1.24,98.76
9529,2025-12-13 14:02:41,40:4c:ca:5e:02:44,46.1,235552,97.04,0.0
9530,2025-12-13 14:02:44,40:4c:ca:5d:f3:b8,43.7,208816,1.24,98.76
9531,2025-12-13 14:04:02,40:4c:ca:5d:f3:b8,38.7,212324,97.13,2.87
9532,2025-12-13 14:05:01,40:4c:ca:5e:09:2c,39.6,235608,96.94,0.0
9533,2025-12-13 14:05:02,40:4c:ca:5e:02:44,41.1,235656,96.7,0.0
9534,2025-12-13 14:05:02,40:4c:ca:5d:f3:b8,40.7,206036,97.13,2.87
9535,2025-12-13 14:06:01,40:4c:ca:5e:09:2c,41.6,235200,96.94,0.0
9536,2025-12-13 14:06:20,40:4c:ca:5e:02:44,43.1,209612,96.7,3.3
9537,2025-12-13 14:06:37,40:4c:ca:5d:f3:b8,37.7,236092,97.01,0.0
9538,2025-12-13 14:07:01,40:4c:ca:5e:09:2c,42.6,235240,96.94,0.0
9539,2025-12-13 14:07:20,40:4c:ca:5e:02:44,44.1,206396,96.7,3.3
9540,2025-12-13 14:08:01,40:4c:ca:5e:09:2c,42.6,234532,96.94,0.0
9541,2025-12-13 14:08:20,40:4c:ca:5e:02:44,45.1,206404,96.7,3.3
9542,2025-12-13 14:09:56,40:4c:ca:5d:f3:b8,40.7,237096,96.43,0.0
9543,2025-12-13 14:09:56,40:4c:ca:5e:02:44,47.1,208040,97.15,2.85
9544,2025-12-13 14:10:55,40:4c:ca:5d:f3:b8,40.7,235632,96.43,0.0
9545,2025-12-13 14:10:55,40:4c:ca:5e:02:44,47.1,207752,97.15,2.85
9546,2025-12-13 14:13:20,40:4c:ca:5d:f3:b8,42.7,209760,96.43,3.57
